plant_id,plant_name,origin,origin_info,growth_rate,growth_info,height_cm,height_info,light_demand,light_info,co2_demand,co2_info,thumbnail_url
241,Shinnersia rivularis 'Weiss-Grün',Cultivar,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,10 - 30+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/053E/2.png&crop=resize&class=product
242,Spirodela polyrrhiza,North America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/131 TC/2.JPG&crop=resize&class=product
243,Staurogyne repens,South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/049G PCS/2.png&crop=resize&class=product
244,Staurogyne repens,South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/049G TC/2.png&crop=resize&class=product
245,Staurogyne repens,South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/049G/2.png&crop=resize&class=product
246,Taxiphyllum alternans 'Taiwan Moss',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/003C TC/2.png&crop=resize&class=product
247,Taxiphyllum barbieri 'Bogor Moss',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/003 POR/2.png&crop=resize&class=product
248,Taxiphyllum barbieri 'Bogor Moss',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/003 TC/2.png&crop=resize&class=product
249,Taxiphyllum sp. ’Flame Moss’,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/003H TC/2.png&crop=resize&class=product
250,Taxiphyllum sp. 'Spiky Moss',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/003G POR/2.png&crop=resize&class=product
251,Taxiphyllum sp. 'Spiky Moss',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/003G TC/2.png&crop=resize&class=product
252,Utricularia graminifolia,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/049B TC/2.png&crop=resize&class=product
253,Vallisneria americana 'Gigantea',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,20 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/054/2.png&crop=resize&class=product
254,Vallisneria spiralis 'Tiger',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,20 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/055A/2.png&crop=resize&class=product
255,Vesicularia ferriei 'Weeping Moss',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/003B POR/2.png&crop=resize&class=product
256,Vesicularia ferriei 'Weeping Moss',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/003B TC/2.png&crop=resize&class=product
257,Vesicularia montagnei 'Christmas',South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/003A YWS/2.png&crop=resize&class=product
258,Vesicularia montagnei 'Christmas Moss',South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/003A POR/2.png&crop=resize&class=product
259,Vesicularia montagnei 'Christmas Moss',South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/003A TC/2.png&crop=resize&class=product
